Date;Open;High;Low;Last Close;Chg.%;Total Value;Total Volume
06/28/2000;10.707;10.856;10.558;10.695;-1.15%;5,836,416;547,535
06/29/2000;10.695;10.993;10.595;10.943;+2.33%;3,582,026;333,193
06/30/2000;10.943;11.043;10.909;11.043;+0.91%;1,601,470;146,103
07.03.2000;10.807;10.981;10.807;10.943;-0.90%;1,177,862;107,746
07.04.2000;10.943;10.943;10.697;10.874;-0.64%;2,143,805;198,139
07.05.2000;10.747;10.884;10.735;10.744;-1.19%;779,77;72,018
07.06.2000;10.645;10.749;10.645;10.707;-0.35%;372,529;34,811
07.07.2000;10.695;11.030;10.570;11.030;+3.02%;2,887,108;268,846
07.10.2000;11.030;11.030;10.720;10.956;-0.68%;3,700,247;339,723
07.11.2000;10.934;11.053;10.896;11.030;+0.68%;949,846;86,436
07.12.2000;10.844;11.093;10.844;11.093;+0.56%;1,568,764;142,058
07/13/2000;11.093;11.118;10.819;11.068;-0.22%;772,731;69,735
07/14/2000;11.118;11.118;10.968;11.075;+0.07%;345,471;31,2
07/17/2000;10.822;11.118;10.822;11.113;+0.34%;1,737,418;157,184
07/18/2000;11.115;11.115;10.832;10.832;-2.53%;1,973,798;179,82
07/19/2000;10.832;10.889;10.769;10.782;-0.46%;1,846,348;170,283
07/20/2000;10.710;10.943;10.710;10.943;+1.50%;2,574,896;237,26
07/21/2000;10.832;11.105;10.832;10.914;-0.27%;5,470,011;500,718
07/24/2000;11.118;11.515;11.118;11.411;+4.56%;15,182,612;1,336,455
07/25/2000;11.416;11.416;11.257;11.366;-0.39%;2,716,921;239,946
07/26/2000;11.321;11.486;11.321;11.466;+0.88%;2,356,533;206,212
07/27/2000;11.478;11.488;11.394;11.441;-0.22%;1,763,066;154,297
07/28/2000;11.441;11.478;11.394;11.441;0.00%;1,190,069;104,151
07/31/2000;11.441;11.481;11.366;11.466;+0.22%;713,025;62,393
08.01.2000;11.428;11.714;11.391;11.690;+1.95%;4,577,566;394,146
08.02.2000;11.590;11.764;11.590;11.737;+0.40%;1,682,996;143,803
08.03.2000;11.690;11.690;11.515;11.627;-0.93%;1,779,081;153,196
08.04.2000;11.640;11.804;11.565;11.799;+1.48%;1,897,927;162,274
08.07.2000;11.814;11.814;11.493;11.802;+0.02%;689,011;58,686
08.08.2000;11.811;11.814;11.690;11.764;-0.32%;829,873;70,515
08.09.2000;11.739;11.749;11.665;11.749;-0.13%;875,57;74,744
08.10.2000;11.690;11.976;11.665;11.941;+1.63%;4,569,182;384,159
08.11.2000;11.938;12.262;11.938;12.249;+2.58%;3,459,441;285,435
08/14/2000;12.187;12.249;11.938;12.155;-0.77%;2,900,176;240,613
08/16/2000;11.988;12.013;11.891;12.000;-1.27%;1,918,668;160,328
08/17/2000;11.938;12.311;11.938;12.311;+2.59%;5,782,971;473,675
08/18/2000;12.311;12.498;12.212;12.361;+0.40%;8,925,794;720,166
08/21/2000;12.262;12.635;12.212;12.635;+2.21%;6,063,994;488,946
08/22/2000;12.625;12.709;12.597;12.597;-0.30%;1,851,416;146,264
08/23/2000;12.510;12.757;12.264;12.374;-1.78%;6,224,555;496,625
08/24/2000;12.433;12.436;12.187;12.287;-0.70%;3,167,591;257,347
08/25/2000;12.187;12.187;11.913;12.063;-1.82%;5,149,472;427,413
08/28/2000;11.941;12.187;11.941;12.125;+0.52%;1,690,124;139,686
08/29/2000;12.177;12.187;12.097;12.102;-0.18%;1,141,820;94,132
08/30/2000;12.068;12.423;12.068;12.408;+2.53%;3,536,250;286,626
08/31/2000;12.361;12.558;12.349;12.461;+0.42%;2,964,931;237,807
09.01.2000;12.443;12.535;12.443;12.485;+0.20%;1,860,737;149,143
09.04.2000;12.558;12.558;12.448;12.461;-0.20%;1,837,970;147,277
09.05.2000;12.461;12.510;12.436;12.490;+0.24%;1,219,205;97,952
09.06.2000;12.436;12.508;12.324;12.324;-1.33%;1,228,904;98,973
09.07.2000;12.336;12.411;12.336;12.361;+0.30%;829,706;67,049
09.08.2000;12.436;12.448;12.398;12.398;+0.30%;947,919;76,328
09.11.2000;12.326;12.386;12.326;12.386;-0.10%;473,195;38,325
09.12.2000;12.336;12.384;12.311;12.371;-0.12%;716,429;58,058
09/13/2000;12.013;12.463;11.938;12.463;+0.74%;2,325,178;188,344
09/14/2000;12.448;12.684;12.448;12.660;+1.58%;3,716,012;295,648
09/15/2000;12.660;12.759;12.436;12.759;+0.79%;6,184,456;490,53
09/18/2000;12.722;12.722;12.398;12.461;-2.34%;4,168,848;333,49
09/19/2000;12.436;12.436;12.075;12.137;-2.59%;3,277,808;268,331
09/20/2000;12.185;12.185;11.933;11.976;-1.33%;6,086,554;507,441
09/21/2000;12.088;12.088;11.988;12.063;+0.73%;614,412;51,135
09/22/2000;11.953;12.063;11.938;12.055;-0.06%;1,100,670;91,703
09/25/2000;12.038;12.045;11.941;12.000;-0.45%;509,924;42,49
09/26/2000;12.000;12.063;11.976;12.008;+0.06%;1,658,161;137,748
09/27/2000;11.988;12.060;11.938;12.060;+0.43%;1,777,082;148,138
09/28/2000;12.060;12.063;11.938;12.063;+0.02%;2,963,613;246,757
09/29/2000;12.088;12.088;11.839;11.936;-1.05%;2,509,760;210,249
10.02.2000;11.814;12.063;11.814;12.063;+1.06%;1,251,765;104,441
10.03.2000;12.160;12.160;11.963;12.038;-0.21%;2,390,783;198,919
10.04.2000;12.187;12.187;11.889;11.983;-0.45%;1,635,195;136,502
10.05.2000;11.690;11.814;11.690;11.752;-1.93%;4,892,447;416,847
10.06.2000;11.814;11.814;11.622;11.690;-0.53%;3,625,973;309,785
10.09.2000;11.695;11.913;11.695;11.764;+0.64%;4,927,507;415,995
10.10.2000;11.814;11.963;11.690;11.690;-0.63%;2,970,694;250,415
10.11.2000;11.789;11.809;11.441;11.441;-2.13%;6,953,540;595,759
10.12.2000;11.453;11.511;11.030;11.080;-3.15%;4,763,045;421,053
10/13/2000;11.317;11.317;11.043;11.242;+1.46%;3,108,830;279,348
10/16/2000;11.411;11.411;11.142;11.192;-0.44%;2,694,812;239,415
10/17/2000;11.192;11.317;11.192;11.229;+0.33%;2,417,697;214,865
10/18/2000;11.317;11.317;11.130;11.192;-0.33%;4,298,199;384,038
10/19/2000;11.142;11.441;11.105;11.341;+1.33%;1,709,839;152,174
10/20/2000;11.242;11.826;11.155;11.441;+0.88%;5,429,530;469,976
10/23/2000;11.665;11.665;11.441;11.491;+0.43%;2,243,227;194,231
10/24/2000;11.453;11.826;11.453;11.811;+2.79%;3,297,566;281,254
10/25/2000;11.705;11.851;11.652;11.652;-1.35%;761,417;64,757
10/27/2000;11.851;11.851;11.503;11.585;-0.58%;2,057,810;177,263
10/30/2000;11.590;11.859;11.590;11.677;+0.79%;2,244,607;191,062
10/31/2000;11.687;11.938;11.635;11.938;+2.24%;2,198,265;185,441
11.02.2000;11.936;11.936;11.767;11.876;-0.52%;1,893,484;159,548
11.03.2000;11.814;11.864;11.764;11.802;-0.63%;365,955;30,967
11.06.2000;11.752;12.025;11.727;11.889;+0.74%;2,265,824;190,427
11.07.2000;11.876;11.966;11.819;11.916;+0.23%;1,323,678;111,139
11.08.2000;11.889;11.993;11.889;11.926;+0.08%;970,809;81,226
11.09.2000;11.752;12.025;11.752;12.013;+0.73%;5,309,039;443,367
11.10.2000;12.013;12.063;11.759;11.759;-2.11%;8,631,722;721,549
11/13/2000;11.690;11.889;11.690;11.690;-0.59%;1,619,686;137,636
11/14/2000;11.739;11.814;11.615;11.677;-0.11%;4,225,215;359,81
11/15/2000;11.640;11.789;11.590;11.627;-0.43%;2,592,308;222,086
11/16/2000;11.528;11.598;11.317;11.540;-0.75%;1,654,263;143,659
11/17/2000;11.453;11.595;11.416;11.595;+0.47%;2,701,418;234,534
11/20/2000;11.453;11.605;11.453;11.525;-0.60%;718,249;62,224
11/21/2000;11.443;11.565;11.379;11.478;-0.41%;456,028;39,732
11/22/2000;11.418;11.811;11.418;11.667;+1.65%;4,225,724;361,957
11/23/2000;11.665;12.050;11.568;11.938;+2.32%;6,106,364;513,255
11/24/2000;11.864;12.010;11.789;11.938;0.00%;6,163,381;518,948
11/27/2000;11.839;11.943;11.515;11.650;-2.42%;19,115,853;1,623,965
11/28/2000;11.777;11.777;11.565;11.690;+0.34%;2,644,010;226,356
11/29/2000;11.640;11.690;11.590;11.690;0.00%;926,906;79,553
11/30/2000;11.690;11.727;11.441;11.491;-1.70%;3,169,760;274,998
12.01.2000;11.491;11.802;11.491;11.692;+1.75%;3,347,683;286,634
12.04.2000;11.690;11.690;11.578;11.677;-0.13%;1,105,687;94,896
12.05.2000;11.642;11.926;11.640;11.816;+1.19%;3,570,458;305,088
12.06.2000;11.864;11.938;11.841;11.911;+0.80%;1,135,688;95,531
12.07.2000;11.826;11.913;11.565;11.826;-0.71%;5,979,776;504,039
12.11.2000;11.913;11.961;11.831;11.936;+0.93%;3,778,288;316,74
12.12.2000;11.864;11.938;11.650;11.650;-2.40%;3,937,004;333,209
12/13/2000;11.690;12.075;11.565;11.988;+2.90%;5,656,079;476,264
12/14/2000;12.050;12.050;11.876;11.876;-0.93%;1,742,323;146,055
12/15/2000;11.956;11.956;11.441;11.548;-2.76%;7,346,300;635,411
12/18/2000;11.938;11.938;11.590;11.727;+1.55%;2,063,263;175,92
12/19/2000;11.727;11.814;11.700;11.814;+0.74%;1,240,947;105,494
12/20/2000;11.752;11.802;11.690;11.802;-0.11%;1,231,756;104,964
12/21/2000;11.752;11.802;11.714;11.802;0.00%;574,004;48,835
12/22/2000;11.739;11.901;11.739;11.901;+0.84%;766,439;64,918
12/27/2000;11.889;12.013;11.851;11.993;+0.77%;1,085,809;90,851
12/28/2000;11.953;12.048;11.938;11.938;-0.46%;4,832,777;404,528
01.02.2001;11.938;12.237;11.938;12.142;+1.71%;2,495,358;205,842
01.03.2001;12.088;12.187;11.739;11.938;-1.68%;3,310,934;275,979
01.04.2001;11.938;12.048;11.889;11.938;0.00%;2,528,562;211,133
01.05.2001;11.938;12.411;11.938;12.349;+3.44%;6,414,731;525,349
01.08.2001;12.137;12.262;12.100;12.262;-0.70%;1,321,722;108,429
01.09.2001;12.237;12.287;12.112;12.227;-0.28%;1,100,124;90,304
01.10.2001;12.187;12.212;12.112;12.212;-0.12%;862,787;71,093
01.11.2001;12.090;12.229;12.048;12.097;-0.94%;2,270,998;186,696
01.12.2001;12.100;12.759;12.100;12.684;+4.85%;8,161,892;655,409
01/15/2001;12.610;13.232;12.535;13.058;+2.94%;16,562,565;1,271,095
01/16/2001;13.033;13.431;12.985;13.406;+2.67%;15,877,007;1,199,133
01/17/2001;13.431;13.530;13.120;13.179;-1.69%;10,357,330;780,082
01/18/2001;13.120;13.182;13.020;13.182;+0.02%;8,291,631;631,044
01/19/2001;13.132;13.232;13.132;13.155;-0.21%;8,977,230;681,761
01/22/2001;13.132;13.182;12.983;13.177;+0.17%;3,905,327;297,779
01/23/2001;13.120;13.182;13.085;13.132;-0.34%;3,493,529;266,168
01/24/2001;13.062;13.254;13.062;13.207;+0.57%;9,150,710;695,407
01/25/2001;13.182;13.406;13.182;13.306;+0.75%;6,107,534;459,297
01/26/2001;13.393;13.431;13.207;13.207;-0.75%;15,968,086;1,203,395
01/29/2001;13.112;13.286;13.107;13.207;0.00%;5,703,693;431,297
01/30/2001;13.122;13.242;13.120;13.207;0.00%;2,811,259;213,055
01/31/2001;13.209;13.381;13.157;13.368;+1.22%;12,549,320;945,991
02.01.2001;13.244;13.617;13.244;13.617;+1.86%;73,200,296;5,385,632
02.02.2001;13.431;13.550;13.132;13.256;-2.65%;17,346,482;1,308,591
02.05.2001;13.266;13.418;13.082;13.418;+1.22%;3,489,619;263,861
02.06.2001;13.403;13.654;13.207;13.431;+0.09%;14,070,104;1,043,396
02.07.2001;13.433;13.978;13.431;13.878;+3.33%;20,496,261;1,483,563
02.08.2001;13.829;14.077;13.816;13.928;+0.36%;6,355,995;456,901
02.09.2001;13.806;13.923;13.796;13.908;-0.14%;2,721,301;196,756
02.12.2001;13.804;13.891;13.804;13.866;-0.30%;7,249,826;524,118
02/13/2001;13.928;14.152;13.853;13.990;+0.90%;8,984,452;640,822
02/14/2001;13.816;13.928;13.816;13.926;-0.46%;3,341,554;240,364
02/15/2001;13.923;13.940;13.829;13.931;+0.04%;8,698,960;625,496
02/16/2001;13.928;14.047;13.876;13.928;-0.02%;7,637,847;545,669
02/19/2001;13.878;13.923;13.804;13.923;-0.04%;4,378,430;316,362
02/20/2001;13.816;13.923;13.816;13.886;-0.27%;2,200,192;158,696
02/21/2001;13.928;13.928;13.804;13.868;-0.13%;3,123,821;225,262
02/22/2001;13.928;14.050;13.878;14.015;+1.06%;4,467,966;319,289
02/23/2001;14.003;14.045;13.841;13.990;-0.18%;3,191,816;228,044
02/26/2001;13.928;13.988;13.878;13.903;-0.62%;1,220,407;87,651
02/27/2001;13.988;14.028;13.928;13.978;+0.54%;2,138,891;153,179
02/28/2001;13.903;13.965;13.856;13.928;-0.36%;2,862,746;205,697
03.01.2001;13.953;13.975;13.871;13.906;-0.16%;3,560,477;255,707
03.02.2001;13.878;13.878;13.804;13.804;-0.73%;7,507,091;543,715
03.05.2001;13.819;13.928;13.819;13.928;+0.90%;1,273,202;91,744
03.06.2001;13.809;14.052;13.809;14.052;+0.89%;4,525,410;323,262
03.07.2001;13.933;14.425;13.883;14.425;+2.65%;7,982,308;559,171
03.08.2001;14.289;14.425;14.154;14.425;0.00%;4,532,066;315,349
03.09.2001;14.401;14.450;14.338;14.425;0.00%;2,776,526;192,727
03.12.2001;14.401;14.425;14.177;14.425;0.00%;2,551,308;177,304
03/13/2001;14.231;14.674;14.231;14.525;+0.69%;7,791,077;537,958
03/14/2001;14.388;14.440;14.015;14.174;-2.41%;3,051,239;214,688
03/15/2001;13.928;14.129;13.831;14.115;-0.42%;2,513,994;179,314
03/16/2001;13.990;14.152;13.953;13.963;-1.07%;5,531,057;393,897
03/19/2001;13.953;14.301;13.933;14.301;+2.42%;3,666,955;260,049
03/20/2001;14.139;14.513;14.139;14.401;+0.70%;5,239,808;363,863
03/21/2001;14.301;14.547;14.065;14.425;+0.17%;5,811,412;403,699
03/22/2001;14.351;14.425;13.829;13.983;-3.07%;6,520,715;460,005
03/23/2001;14.152;14.207;13.891;14.052;+0.50%;3,165,806;224,402
03/26/2001;13.931;14.276;13.931;14.177;+0.88%;3,420,221;241,039
03/27/2001;14.251;14.408;14.129;14.408;+1.63%;5,432,394;380,693
03/28/2001;14.423;14.624;14.264;14.550;+0.98%;6,239,699;429,255
03/29/2001;14.455;14.550;14.291;14.423;-0.87%;9,954,532;687,486
03/30/2001;14.376;14.550;14.301;14.500;+0.53%;3,122,038;216,071
04.02.2001;14.363;14.500;14.363;14.376;-0.86%;1,379,701;95,829
04.03.2001;14.326;14.401;14.306;14.351;-0.17%;2,028,180;141,19
04.04.2001;14.214;14.363;14.177;14.323;-0.19%;1,326,488;92,918
04.05.2001;14.398;14.600;14.398;14.433;+0.76%;4,009,020;276,349
04.06.2001;14.435;14.500;14.177;14.177;-1.77%;3,993,125;278,769
04.09.2001;13.990;14.600;13.990;14.575;+2.81%;6,057,176;423,939
04.10.2001;14.438;14.674;14.438;14.550;-0.17%;3,055,181;209,388
04.11.2001;14.550;14.572;14.413;14.416;-0.92%;1,363,268;94,1
04.12.2001;14.239;14.425;14.239;14.326;-0.62%;477,762;33,38
04/17/2001;14.192;14.513;14.192;14.425;+0.69%;3,264,556;226,701
04/18/2001;14.425;14.799;14.358;14.799;+2.59%;7,708,878;527,198
04/19/2001;14.677;14.923;14.674;14.923;+0.84%;6,073,278;409,401
04/20/2001;14.838;15.234;14.838;15.045;+0.82%;9,788,213;653,785
04/23/2001;14.923;15.296;14.888;15.296;+1.67%;3,416,930;362,327
04/24/2001;15.172;15.420;15.010;15.271;-0.16%;4,008,311;314,111
04/25/2001;15.172;15.296;15.022;15.097;-1.14%;1,301,616;86,042
04/26/2001;15.097;15.358;15.097;15.358;+1.73%;3,957,398;258,449
04/27/2001;15.201;15.420;15.172;15.420;+0.40%;939,4;61,283
04/30/2001;15.296;15.410;15.159;15.276;-0.94%;2,068,379;0
05.02.2001;15.234;15.408;15.159;15.296;+0.13%;6,588,750;0
05.03.2001;15.172;15.296;14.841;14.923;-2.44%;3,450,209;0
05.04.2001;14.836;14.863;14.699;14.799;-0.83%;3,062,794;0
05.07.2001;14.724;14.923;14.649;14.923;+0.84%;2,875,641;0
05.08.2001;14.674;14.823;14.575;14.823;-0.67%;3,073,101;215,033
05.09.2001;14.674;14.799;14.674;14.799;-0.17%;826,626;56,04
05.10.2001;14.801;15.221;14.799;15.196;+2.69%;5,807,343;489,026
05.11.2001;15.035;15.104;14.694;14.935;-1.72%;6,554,687;438,309
05/14/2001;14.799;14.861;14.550;14.575;-2.41%;1,804,486;128,621
05/15/2001;14.669;14.672;14.438;14.438;-0.94%;2,352,097;162,234
05/16/2001;14.438;14.624;14.309;14.381;-0.40%;1,366,804;93,304
05/17/2001;14.513;14.771;14.488;14.721;+2.37%;3,302,836;225,23
05/18/2001;14.674;14.923;14.605;14.774;+0.35%;3,873,505;277,346
05/21/2001;14.786;14.898;14.711;14.898;+0.84%;1,124,348;76,087
05/22/2001;14.799;14.923;14.575;14.575;-2.17%;4,118,202;300,634
05/23/2001;14.440;14.550;14.301;14.376;-1.37%;3,422,625;237,887
05/25/2001;14.259;14.259;14.015;14.052;-2.25%;4,897,729;444,855
05/28/2001;14.090;14.338;14.090;14.189;+0.97%;3,871,193;271,998
05/29/2001;14.202;14.473;14.177;14.177;-0.09%;11,549,019;816,059
05/30/2001;14.323;14.323;14.060;14.060;-0.82%;1,748,621;123,161
05/31/2001;14.052;14.246;13.973;14.107;+0.34%;4,614,918;356,77
06.01.2001;14.028;14.271;14.028;14.226;+0.85%;4,511,282;349,806
06.05.2001;14.177;14.721;14.177;14.721;+3.48%;3,001,114;207,185
06.06.2001;14.674;14.873;14.649;14.861;+0.95%;1,907,114;128,774
06.07.2001;14.873;14.873;14.587;14.779;-0.55%;4,811,929;328,191
06.08.2001;14.873;14.873;14.637;14.821;+0.29%;4,700,245;438,977
06.11.2001;14.552;14.823;14.552;14.624;-1.33%;1,797,716;139,3
06.12.2001;14.674;14.769;14.500;14.674;+0.34%;6,435,014;441,148
06/13/2001;14.624;14.863;14.624;14.863;+1.29%;2,332,459;157,747
06/15/2001;14.702;14.871;14.639;14.684;-1.20%;11,112,899;753,811
06/18/2001;14.674;14.711;14.177;14.687;+0.02%;832,487;57,037
06/19/2001;14.500;14.799;14.500;14.749;+0.42%;8,432,179;587,348
06/20/2001;14.749;14.749;14.624;14.687;-0.42%;627,843;42,788
06/21/2001;14.612;14.687;14.515;14.687;0.00%;1,718,606;117,46
06/22/2001;14.425;14.659;14.425;14.644;-0.29%;492,882;33,934
06/25/2001;14.438;14.550;14.413;14.525;-0.82%;4,388,613;330,483
06/26/2001;14.535;14.537;14.413;14.500;-0.17%;3,579,736;247,094
06/27/2001;14.453;14.475;14.376;14.425;-0.51%;1,233,969;85,608
06/28/2001;14.465;14.470;14.425;14.470;+0.31%;1,403,146;97,139
06/29/2001;14.495;14.637;14.425;14.634;+1.13%;3,291,177;226,307
07.02.2001;14.450;14.550;14.378;14.542;-0.63%;5,238,728;363,276
07.03.2001;14.453;14.550;14.408;14.547;+0.03%;3,190,720;220,502
07.04.2001;14.522;14.522;14.430;14.475;-0.50%;586,041;40,48
07.05.2001;14.425;14.525;14.425;14.438;-0.26%;3,124,672;215,709
07.06.2001;14.413;14.500;14.388;14.500;+0.43%;5,253,594;363,646
07.09.2001;14.450;14.542;14.425;14.425;-0.51%;3,149,673;217,944
07.10.2001;14.425;14.500;14.391;14.475;+0.34%;4,999,703;345,408
07.11.2001;14.493;14.493;14.251;14.251;-1.55%;1,271,669;88,736
07.12.2001;14.264;14.425;14.264;14.425;+1.22%;2,687,137;186,945
07/13/2001;14.423;14.423;14.005;14.189;-1.64%;2,160,909;151,877
07/16/2001;14.028;14.343;14.028;14.343;+1.09%;1,855,594;130,053
07/17/2001;14.301;14.346;14.256;14.343;0.00%;1,249,105;87,305
07/18/2001;14.301;14.485;14.301;14.438;+0.66%;2,745,467;190,411
07/19/2001;14.463;14.672;14.463;14.637;+1.38%;6,043,709;414,796
07/20/2001;14.657;14.749;14.600;14.619;-0.12%;10,473,753;713,323
07/23/2001;14.674;14.674;14.513;14.612;-0.05%;4,575,282;313,572
07/24/2001;14.674;14.761;14.575;14.612;0.00%;7,925,058;541,247
07/25/2001;14.612;14.624;14.545;14.600;-0.09%;3,283,187;225,576
07/26/2001;14.550;14.674;14.550;14.674;+0.51%;9,730,299;667,174
07/27/2001;14.672;14.672;14.537;14.600;-0.51%;1,817,122;124,777
07/30/2001;14.550;14.572;14.480;14.550;-0.34%;584,048;40,239
07/31/2001;14.552;14.600;14.450;14.488;-0.43%;5,594,702;385,228
08.01.2001;14.488;14.634;14.488;14.600;+0.77%;5,835,467;400,089
08.02.2001;14.550;14.624;14.488;14.550;-0.34%;4,565,909;313,411
08.03.2001;14.575;14.575;14.503;14.525;-0.17%;1,615,372;111,075
08.06.2001;14.537;14.600;14.527;14.575;+0.34%;353,541;24,293
08.07.2001;14.585;14.600;14.450;14.600;+0.17%;2,686,495;184,613
08.08.2001;14.637;14.823;14.624;14.771;+1.18%;2,285,048;155,117
08.09.2001;14.637;14.823;14.637;14.674;-0.66%;4,242,597;287,952
08.10.2001;14.682;14.823;14.674;14.823;+1.02%;4,709,679;319,523
08/13/2001;14.886;14.886;14.724;14.799;-0.17%;2,002,363;135,239
08/14/2001;14.711;14.786;14.659;14.786;-0.08%;961,222;65,264
08/16/2001;14.552;14.687;14.552;14.674;-0.76%;1,143,119;78,25
08/17/2001;14.575;14.674;14.552;14.674;0.00%;3,161,419;216,786
08/20/2001;14.575;14.662;14.575;14.612;-0.42%;846,005;57,922
08/21/2001;14.592;14.699;14.592;14.624;+0.09%;1,207,910;82,577
08/22/2001;14.560;14.629;14.550;14.629;+0.03%;1,614,776;110,721
08/23/2001;14.552;14.724;14.552;14.674;+0.31%;3,067,830;209,284
08/24/2001;14.674;14.799;14.639;14.799;+0.85%;758,931;51,545
08/27/2001;14.687;14.711;14.687;14.687;-0.76%;1,292,636;88,012
08/28/2001;14.674;14.736;14.537;14.659;-0.19%;1,705,164;116,937
08/29/2001;14.475;14.610;14.475;14.550;-0.75%;684,719;47,13
08/30/2001;14.595;14.595;14.510;14.590;+0.27%;2,082,912;143,063
08/31/2001;14.505;14.674;14.368;14.542;-0.32%;2,488,622;171,988
09.03.2001;14.644;14.674;14.331;14.674;+0.91%;2,723,937;188,312
09.04.2001;14.550;14.662;14.463;14.662;-0.08%;1,520,693;104,473
09.05.2001;14.550;14.799;14.540;14.786;+0.85%;9,781,701;663,21
09.06.2001;14.724;14.796;14.582;14.674;-0.76%;2,385,370;162,331
09.07.2001;14.562;14.674;14.562;14.649;-0.17%;1,173,246;80,397
09.10.2001;14.513;14.552;14.438;14.438;-1.44%;1,536,955;106,114
09.11.2001;14.443;14.923;14.182;14.547;+0.76%;11,633,637;792,386
09.12.2001;14.177;14.674;14.177;14.562;+0.10%;5,082,525;352,766
09/13/2001;14.425;14.547;14.351;14.373;-1.30%;1,645,620;114,066
09/14/2001;14.306;14.450;14.214;14.239;-0.93%;3,410,391;238,844
09/17/2001;14.179;14.179;13.431;13.928;-2.18%;8,384,586;608,07
09/18/2001;13.804;13.990;13.804;13.953;+0.18%;13,500,457;969,118
09/19/2001;13.928;14.525;13.928;14.376;+3.03%;5,781,822;405,235
09/20/2001;14.376;14.376;14.177;14.254;-0.85%;4,227,037;295,785
09/21/2001;14.182;14.226;12.438;13.182;-7.52%;27,134,882;2,022,220
09/24/2001;13.184;13.605;13.184;13.431;+1.89%;4,463,459;332,067
09/25/2001;13.431;13.612;13.431;13.560;+0.96%;1,879,036;139,035
09/26/2001;13.560;13.630;13.256;13.431;-0.95%;5,478,380;407,696
09/27/2001;13.381;13.543;13.269;13.344;-0.65%;7,320,598;546,787
09/28/2001;13.306;13.518;13.207;13.431;+0.65%;6,712,659;501,699
10.01.2001;13.679;13.679;13.381;13.513;+0.61%;1,702,521;126,321
10.02.2001;13.480;13.555;13.455;13.468;-0.33%;1,079,599;79,939
10.03.2001;13.480;13.901;13.480;13.627;+1.18%;4,782,811;348,681
10.04.2001;13.729;13.799;13.401;13.411;-1.59%;3,036,870;223,71
10.05.2001;13.306;13.306;12.961;12.961;-3.36%;2,389,944;181,67
10.08.2001;12.933;12.933;12.510;12.809;-1.17%;4,530,581;357,196
10.09.2001;12.809;12.809;12.560;12.585;-1.75%;2,687,780;212,444
10.10.2001;12.585;12.585;12.314;12.473;-0.89%;3,343,524;268,798
10.11.2001;12.533;12.734;12.371;12.734;+2.09%;5,030,606;401,295
10.12.2001;12.684;13.045;12.548;13.033;+2.34%;4,798,510;370,794
10/15/2001;12.941;12.941;12.759;12.809;-1.72%;1,001,870;78,009
10/16/2001;12.921;12.970;12.747;12.933;+0.97%;8,778,407;680,732
10/17/2001;12.933;13.030;12.883;12.933;0.00%;2,679,328;207,137
10/18/2001;12.883;13.480;12.883;13.480;+4.23%;10,475,283;794,734
10/19/2001;13.431;13.431;12.752;12.906;-4.26%;11,428,970;881,636
10/22/2001;12.747;12.834;12.311;12.498;-3.16%;10,865,693;876,112
10/23/2001;12.615;12.635;12.461;12.610;+0.90%;1,893,093;150,341
10/24/2001;12.436;12.498;12.088;12.175;-3.45%;6,432,626;521,626
10/25/2001;12.185;12.262;11.839;11.926;-2.04%;9,877,187;825,661
10/29/2001;11.913;11.913;11.777;11.861;-0.54%;15,678,213;1,322,656
10/30/2001;11.814;11.889;11.441;11.690;-1.45%;5,240,378;446,415
10/31/2001;11.752;12.334;11.615;12.187;+4.26%;9,615,740;794,758
11.02.2001;12.185;12.185;11.864;12.023;-1.35%;4,031,217;337,463
11.05.2001;11.963;12.028;11.889;11.988;-0.29%;1,642,362;137,37
11.06.2001;11.851;12.010;11.739;11.876;-0.93%;7,823,004;660,556
11.07.2001;12.000;12.684;11.889;12.684;+6.81%;6,298,104;512,41
11.08.2001;12.871;12.871;12.461;12.560;-0.98%;3,263,564;259,8
11.09.2001;12.555;12.555;12.199;12.339;-1.76%;1,984,856;160,529
11.12.2001;12.485;12.722;12.187;12.386;+0.38%;6,807,639;549,175
11/13/2001;12.436;12.836;12.386;12.709;+2.61%;5,832,816;460,053
11/14/2001;12.908;13.473;12.859;13.431;+5.68%;7,672,496;578,703
11/15/2001;13.455;14.214;13.383;14.144;+5.31%;19,864,207;1,414,223
11/16/2001;14.055;14.214;14.003;14.177;+0.23%;7,652,792;542,622
11/19/2001;14.149;14.301;14.147;14.214;+0.26%;10,712,373;753,892
11/20/2001;14.137;14.289;14.137;14.204;-0.07%;5,775,263;407,077
11/21/2001;14.177;14.226;14.077;14.189;-0.11%;2,811,015;198,034
11/22/2001;14.177;14.189;14.110;14.177;-0.09%;3,297,601;232,885
11/23/2001;14.177;14.239;14.152;14.179;+0.02%;12,100,387;853,058
11/26/2001;14.154;14.239;14.152;14.189;+0.07%;3,530,865;248,767
11/27/2001;14.177;14.274;14.177;14.251;+0.44%;6,958,341;488,64
11/28/2001;14.179;14.301;14.179;14.301;+0.35%;3,466,399;242,712
11/29/2001;14.264;14.301;14.214;14.301;0.00%;4,279,643;299,886
11/30/2001;14.251;14.550;14.251;14.550;+1.74%;12,571,509;869,872
12.03.2001;14.438;14.592;14.214;14.214;-2.31%;5,944,897;414,322
12.04.2001;14.214;14.279;14.202;14.244;+0.21%;1,819,935;127,753
12.05.2001;14.249;14.301;14.239;14.301;+0.40%;1,854,180;129,964
12.06.2001;14.326;14.550;14.326;14.393;+0.64%;2,787,058;193,209
